IsolateID1	IsolateID2	PTS_score	label
S8MRS0588-WB10.MID41.P10.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0172413793103448	10uL
S8MRS0602-WB10.MID49.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0308880308880309	10uL
S8MRS0633-WB10.MID49.P4.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0431034482758621	10uL
S8MRS0636-WB10.MID49.P5.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0341296928327645	10uL
S8MRS0655-WB10.MID49.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0475059382422803	10uL
S8MRS0656-WB10-R1.MID45.P9.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0227272727272727	10uL
S8MRS0659-WB10.MID45.P10.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.023121387283237	10uL
S8MRS0660-WB10.MID49.P10.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0406091370558376	10uL
S8MRS0668-WB10.MID54.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0	10uL
S8MRS0671-WB10.MID58.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0411522633744856	10uL
S8MRS0675-WB10-R1.MID54.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0119047619047619	10uL
S8MRS0686-WB10.MID58.P3.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0254237288135593	10uL
S8MRS0690-WB10-R1.MID54.P4.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0334728033472803	10uL
S8MRS0693-WB10.MID54.P5.nov22	S8MRS0307-WB10.MID25.P7.nov22	0	10uL
S8MRS0735-WB10.MID58.P6.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0429184549356223	10uL
S8MRS0760-WB10.MID58.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0429184549356223	10uL
S8MRS0779-WB10.MID58.P9.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0285714285714286	10uL
S8MRS0850-WB10.MID62.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0140350877192982	10uL
S8MRS0867-WB10-R1.MID62.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0106382978723404	10uL
S8MRS0886-WB10-R1.MID62.P4.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0229885057471264	10uL
S8MRS0893-WB10.MID62.P5.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.00985221674876847	10uL
S8MRS0901-WB10.MID66.P5.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0580645161290323	10uL
S8MRS0904-WB10-R1.MID62.P6.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0470588235294118	10uL
S8MRS0910-WB10.MID62.P7.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0444444444444444	10uL
S8MRS0928-WB10.MID66.P7.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0226628895184136	10uL
S8MRS0936-WB10.MID66.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0485436893203883	10uL
S8MRS0938-WB10.MID62.P9.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0446927374301676	10uL
S8MRS0948-WB10.MID62.P10.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0327868852459016	10uL
S8MRS0954-WB10.MID66.P10.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0375586854460094	10uL
S8MRS0956-WB10.MID70.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0101522842639594	10uL
S8MRS0978-WB10.MID70.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0	10uL
S8MRS0980-WB10.MID74.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0364963503649635	10uL
S8MRS0997-WB10.MID74.P3.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.018348623853211	10uL
S8MRS2144-WB10-R1.MID70.P5.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0562248995983936	10uL
S8MRS2149-WB10-R1.MID70.P7.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0310880829015544	10uL
S8MRS2155-WB10.MID70.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0753623188405797	10uL
S8MRS2160-WB10.MID74.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0341296928327645	10uL
S8MRS2217-WB10-R1.MID78.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0473933649289099	10uL
S8MRS2227-WB10-R1.MID78.P5.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0227272727272727	10uL
S8MRS2267-WB10-R1.MID78.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0575539568345324	10uL
S8MRS2276-WB10.MID78.P9.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0498614958448753	10uL
S8MRS2444-WB10.MID86.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0725388601036269	10uL
S8MRS2446-WB10.MID90.P1.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0381679389312977	10uL
S8MRS2454-WB10.MID90.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0181818181818182	10uL
S8MRS2458-WB10.MID86.P3.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0396600566572238	10uL
S8MRS2473-WB10.MID90.P4.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0503524672708963	10uL
S8MRS2489-WB10.MID90.P6.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0503432494279176	10uL
S8MRS2491-WB10.MID86.P7.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0661764705882353	10uL
S8MRS2512-WB10.MID90.P8.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0524017467248908	10uL
S8MRS2517-WB10.MID90.P9.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0617760617760618	10uL
S8MRS2530-WB10.MID94.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0473933649289099	10uL
S8MRS2533-WB10.MID98.P2.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.0246913580246914	10uL
S8MRS2568-WB10.MID94.P9.nov22	S8MRS0307-WB10.MID25.P7.nov22	0.032520325203252	10uL
S8MRS0443-WB10.MID33.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.037037037037037	10uL
S8MRS0453-WB10.MID29.P3.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0523809523809524	10uL
S8MRS0464-WB10.MID33.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0196078431372549	10uL
S8MRS0466-WB10-R1.MID29.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0171919770773639	10uL
S8MRS0484-WB10-R1.MID29.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.022140221402214	10uL
S8MRS0490-WB10.MID33.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0307692307692308	10uL
S8MRS0515-WB10.MID37.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0395061728395062	10uL
S8MRS0527-WB10.MID37.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0210526315789474	10uL
S8MRS0532-WB10.MID41.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0476190476190476	10uL
S8MRS0533-WB10.MID37.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.028169014084507	10uL
S8MRS0559-WB10-R1.MID37.P6.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.054380664652568	10uL
S8MRS0569-WB10.MID37.P7.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0352112676056338	10uL
S8MRS0572-WB10.MID37.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0347394540942928	10uL
S8MRS0581-WB10-R1.MID37.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0357941834451902	10uL
S8MRS0586-WB10.MID37.P10.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0434782608695652	10uL
S8MRS0588-WB10.MID41.P10.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0294117647058824	10uL
S8MRS0602-WB10.MID49.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0272479564032698	10uL
S8MRS0633-WB10.MID49.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0352941176470588	10uL
S8MRS0636-WB10.MID49.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0399002493765586	10uL
S8MRS0655-WB10.MID49.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0415879017013233	10uL
S8MRS0656-WB10-R1.MID45.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0211267605633803	10uL
S8MRS0659-WB10.MID45.P10.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.00711743772241993	10uL
S8MRS0660-WB10.MID49.P10.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.047808764940239	10uL
S8MRS0668-WB10.MID54.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0	10uL
S8MRS0671-WB10.MID58.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0404040404040404	10uL
S8MRS0675-WB10-R1.MID54.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.036231884057971	10uL
S8MRS0686-WB10.MID58.P3.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0290697674418605	10uL
S8MRS0690-WB10-R1.MID54.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0461095100864553	10uL
S8MRS0693-WB10.MID54.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0	10uL
S8MRS0735-WB10.MID58.P6.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0234604105571848	10uL
S8MRS0760-WB10.MID58.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0469208211143695	10uL
S8MRS0779-WB10.MID58.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0314465408805031	10uL
S8MRS0850-WB10.MID62.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0203562340966921	10uL
S8MRS0867-WB10-R1.MID62.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0202702702702703	10uL
S8MRS0886-WB10-R1.MID62.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0542005420054201	10uL
S8MRS0893-WB10.MID62.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.045016077170418	10uL
S8MRS0901-WB10.MID66.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0382775119617225	10uL
S8MRS0904-WB10-R1.MID62.P6.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0491071428571429	10uL
S8MRS0910-WB10.MID62.P7.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.048048048048048	10uL
S8MRS0928-WB10.MID66.P7.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0390455531453362	10uL
S8MRS0936-WB10.MID66.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0509554140127389	10uL
S8MRS0938-WB10.MID62.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0278745644599303	10uL
S8MRS0948-WB10.MID62.P10.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0206185567010309	10uL
S8MRS0954-WB10.MID66.P10.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0249221183800623	10uL
S8MRS0956-WB10.MID70.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0131147540983607	10uL
S8MRS0978-WB10.MID70.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0153256704980843	10uL
S8MRS0980-WB10.MID74.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0209424083769634	10uL
S8MRS0997-WB10.MID74.P3.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0245398773006135	10uL
S8MRS2144-WB10-R1.MID70.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0336134453781513	10uL
S8MRS2149-WB10-R1.MID70.P7.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.026578073089701	10uL
S8MRS2155-WB10.MID70.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0309050772626932	10uL
S8MRS2160-WB10.MID74.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0548628428927681	10uL
S8MRS2217-WB10-R1.MID78.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0250783699059561	10uL
S8MRS2227-WB10-R1.MID78.P5.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0140845070422535	10uL
S8MRS2267-WB10-R1.MID78.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0362694300518135	10uL
S8MRS2276-WB10.MID78.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0383795309168444	10uL
S8MRS2444-WB10.MID86.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0199335548172757	10uL
S8MRS2446-WB10.MID90.P1.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.027027027027027	10uL
S8MRS2454-WB10.MID90.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0182926829268293	10uL
S8MRS2458-WB10.MID86.P3.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0390455531453362	10uL
S8MRS2473-WB10.MID90.P4.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0345140781108084	10uL
S8MRS2489-WB10.MID90.P6.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0440366972477064	10uL
S8MRS2491-WB10.MID86.P7.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0368421052631579	10uL
S8MRS2512-WB10.MID90.P8.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0356083086053412	10uL
S8MRS2517-WB10.MID90.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0447284345047923	10uL
S8MRS2530-WB10.MID94.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0125391849529781	10uL
S8MRS2533-WB10.MID98.P2.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0341880341880342	10uL
S8MRS2568-WB10.MID94.P9.nov22	S8MRS0370-WB10.MID29.P1.nov22	0.0282485875706215	10uL
S8MRS0453-WB10.MID29.P3.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0512820512820513	10uL
S8MRS0464-WB10.MID33.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS0466-WB10-R1.MID29.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0245398773006135	10uL
S8MRS0484-WB10-R1.MID29.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0235294117647059	10uL
S8MRS0490-WB10.MID33.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0143884892086331	10uL
S8MRS0515-WB10.MID37.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0182648401826484	10uL
S8MRS0527-WB10.MID37.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS0532-WB10.MID41.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.03125	10uL
S8MRS0533-WB10.MID37.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0408163265306122	10uL
S8MRS0559-WB10-R1.MID37.P6.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0413793103448276	10uL
S8MRS0569-WB10.MID37.P7.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0612244897959184	10uL
S8MRS0572-WB10.MID37.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0368663594470046	10uL
S8MRS0581-WB10-R1.MID37.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.00766283524904215	10uL
S8MRS0586-WB10.MID37.P10.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0294117647058824	10uL
S8MRS0588-WB10.MID41.P10.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.012987012987013	10uL
S8MRS0602-WB10.MID49.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0331491712707182	10uL
S8MRS0633-WB10.MID49.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.012987012987013	10uL
S8MRS0636-WB10.MID49.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.027906976744186	10uL
S8MRS0655-WB10.MID49.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0233236151603499	10uL
S8MRS0656-WB10-R1.MID45.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0612244897959184	10uL
S8MRS0659-WB10.MID45.P10.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0210526315789474	10uL
S8MRS0660-WB10.MID49.P10.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0379746835443038	10uL
S8MRS0668-WB10.MID54.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS0671-WB10.MID58.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.053921568627451	10uL
S8MRS0675-WB10-R1.MID54.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0222222222222222	10uL
S8MRS0686-WB10.MID58.P3.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0253164556962025	10uL
S8MRS0690-WB10-R1.MID54.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0248447204968944	10uL
S8MRS0693-WB10.MID54.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS0735-WB10.MID58.P6.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0258064516129032	10uL
S8MRS0760-WB10.MID58.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0258064516129032	10uL
S8MRS0779-WB10.MID58.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0151515151515152	10uL
S8MRS0850-WB10.MID62.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.00966183574879227	10uL
S8MRS0867-WB10-R1.MID62.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0181818181818182	10uL
S8MRS0886-WB10-R1.MID62.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0218579234972678	10uL
S8MRS0893-WB10.MID62.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.016	10uL
S8MRS0901-WB10.MID66.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0258620689655172	10uL
S8MRS0904-WB10-R1.MID62.P6.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0305343511450382	10uL
S8MRS0910-WB10.MID62.P7.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0272108843537415	10uL
S8MRS0928-WB10.MID66.P7.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0145454545454545	10uL
S8MRS0936-WB10.MID66.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.046875	10uL
S8MRS0938-WB10.MID62.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0198019801980198	10uL
S8MRS0948-WB10.MID62.P10.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.019047619047619	10uL
S8MRS0954-WB10.MID66.P10.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS0956-WB10.MID70.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0168067226890756	10uL
S8MRS0978-WB10.MID70.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS0980-WB10.MID74.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0204081632653061	10uL
S8MRS0997-WB10.MID74.P3.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0428571428571429	10uL
S8MRS2144-WB10-R1.MID70.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0350877192982456	10uL
S8MRS2149-WB10-R1.MID70.P7.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0173913043478261	10uL
S8MRS2155-WB10.MID70.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0149812734082397	10uL
S8MRS2160-WB10.MID74.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0186046511627907	10uL
S8MRS2217-WB10-R1.MID78.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0300751879699248	10uL
S8MRS2227-WB10-R1.MID78.P5.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0204081632653061	10uL
S8MRS2267-WB10-R1.MID78.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.02	10uL
S8MRS2276-WB10.MID78.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0212014134275618	10uL
S8MRS2444-WB10.MID86.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0	10uL
S8MRS2446-WB10.MID90.P1.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0217391304347826	10uL
S8MRS2454-WB10.MID90.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0140845070422535	10uL
S8MRS2458-WB10.MID86.P3.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0218181818181818	10uL
S8MRS2473-WB10.MID90.P4.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0131147540983607	10uL
S8MRS2489-WB10.MID90.P6.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0167130919220056	10uL
S8MRS2491-WB10.MID86.P7.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0103092783505155	10uL
S8MRS2512-WB10.MID90.P8.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0264900662251656	10uL
S8MRS2517-WB10.MID90.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0136363636363636	10uL
S8MRS2530-WB10.MID94.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0150375939849624	10uL
S8MRS2533-WB10.MID98.P2.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0242424242424242	10uL
S8MRS2568-WB10.MID94.P9.nov22	S8MRS0443-WB10.MID33.P2.nov22	0.0238095238095238	10uL
S8MRS0464-WB10.MID33.P4.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0222222222222222	10uL
S8MRS0466-WB10-R1.MID29.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0319488817891374	10uL
S8MRS0484-WB10-R1.MID29.P8.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0170212765957447	10uL
S8MRS0490-WB10.MID33.P9.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0207612456747405	10uL
S8MRS0515-WB10.MID37.P2.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.02710027100271	10uL
S8MRS0527-WB10.MID37.P4.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0240963855421687	10uL
S8MRS0532-WB10.MID41.P4.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0233918128654971	10uL
S8MRS0533-WB10.MID37.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0161290322580645	10uL
S8MRS0559-WB10-R1.MID37.P6.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0474576271186441	10uL
S8MRS0569-WB10.MID37.P7.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.00806451612903226	10uL
S8MRS0572-WB10.MID37.P8.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0272479564032698	10uL
S8MRS0581-WB10-R1.MID37.P9.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0291970802919708	10uL
S8MRS0586-WB10.MID37.P10.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.027972027972028	10uL
S8MRS0588-WB10.MID41.P10.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0394736842105263	10uL
S8MRS0602-WB10.MID49.P1.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0302114803625378	10uL
S8MRS0633-WB10.MID49.P4.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0394736842105263	10uL
S8MRS0636-WB10.MID49.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0547945205479452	10uL
S8MRS0655-WB10.MID49.P8.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0567951318458418	10uL
S8MRS0656-WB10-R1.MID45.P9.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0241935483870968	10uL
S8MRS0659-WB10.MID45.P10.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0326530612244898	10uL
S8MRS0660-WB10.MID49.P10.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0686695278969957	10uL
S8MRS0668-WB10.MID54.P1.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.00784313725490196	10uL
S8MRS0671-WB10.MID58.P1.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.240143369175627	10uL
S8MRS0675-WB10-R1.MID54.P2.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.00833333333333333	10uL
S8MRS0686-WB10.MID58.P3.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.025974025974026	10uL
S8MRS0690-WB10-R1.MID54.P4.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0257234726688103	10uL
S8MRS0693-WB10.MID54.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0	10uL
S8MRS0735-WB10.MID58.P6.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.019672131147541	10uL
S8MRS0760-WB10.MID58.P8.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.039344262295082	10uL
S8MRS0779-WB10.MID58.P9.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0354609929078014	10uL
S8MRS0850-WB10.MID62.P1.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0336134453781513	10uL
S8MRS0867-WB10-R1.MID62.P2.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0230769230769231	10uL
S8MRS0886-WB10-R1.MID62.P4.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.048048048048048	10uL
S8MRS0893-WB10.MID62.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0218181818181818	10uL
S8MRS0901-WB10.MID66.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0418848167539267	10uL
S8MRS0904-WB10-R1.MID62.P6.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0485436893203883	10uL
S8MRS0910-WB10.MID62.P7.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0336700336700337	10uL
S8MRS0928-WB10.MID66.P7.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0188235294117647	10uL
S8MRS0936-WB10.MID66.P8.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0359712230215827	10uL
S8MRS0938-WB10.MID62.P9.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.047808764940239	10uL
S8MRS0948-WB10.MID62.P10.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.00784313725490196	10uL
S8MRS0954-WB10.MID66.P10.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0280701754385965	10uL
S8MRS0956-WB10.MID70.P1.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0148698884758364	10uL
S8MRS0978-WB10.MID70.P2.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.00888888888888889	10uL
S8MRS0980-WB10.MID74.P2.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0173410404624277	10uL
S8MRS0997-WB10.MID74.P3.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0137931034482759	10uL
S8MRS2144-WB10-R1.MID70.P5.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0186915887850467	10uL
S8MRS2149-WB10-R1.MID70.P7.nov22	S8MRS0453-WB10.MID29.P3.nov22	0.0150943396226415	10uL
