IsolateID1	IsolateID2	PTS_score	label
S8MRS2267-WB1-R1.MID77.P8.nov22	S8MRS0065-WB1.MID1.P7.nov22	0	1uL
S8MRS2276-WB1.MID77.P9.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.018348623853211	1uL
S8MRS2444-WB1.MID85.P1.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.0240963855421687	1uL
S8MRS2446-WB1.MID89.P1.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.0198019801980198	1uL
S8MRS2458-WB1.MID85.P3.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.00793650793650794	1uL
S8MRS2473-WB1.MID89.P4.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.0269360269360269	1uL
S8MRS2489-WB1.MID89.P6.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.0129032258064516	1uL
S8MRS2491-WB1.MID85.P7.nov22	S8MRS0065-WB1.MID1.P7.nov22	0	1uL
S8MRS2517-WB1.MID89.P9.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.0184049079754601	1uL
S8MRS2530-WB1.MID93.P2.nov22	S8MRS0065-WB1.MID1.P7.nov22	0.015748031496063	1uL
S8MRS2533-WB1.MID97.P2.nov22	S8MRS0065-WB1.MID1.P7.nov22	0	1uL
S8MRS0089-WB1.MID5.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0485651214128035	1uL
S8MRS0128-WB1-R1.MID1.P10.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.014760147601476	1uL
S8MRS0187-WB1.MID15.P2.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0211267605633803	1uL
S8MRS0190-WB1-R1.MID10.P3.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00675675675675676	1uL
S8MRS0228-WB1.MID10.P7.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00711743772241993	1uL
S8MRS0256-WB1.MID10.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0171919770773639	1uL
S8MRS0257-WB1.MID15.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0153846153846154	1uL
S8MRS0273-WB1.MID20.P3.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0725806451612903	1uL
S8MRS0307-WB1.MID24.P7.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00714285714285714	1uL
S8MRS0370-WB1.MID28.P1.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0151515151515152	1uL
S8MRS0515-WB1.MID36.P2.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0239808153477218	1uL
S8MRS0527-WB1.MID36.P4.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0145985401459854	1uL
S8MRS0532-WB1.MID40.P4.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0369230769230769	1uL
S8MRS0569-WB1.MID36.P7.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0359712230215827	1uL
S8MRS0572-WB1.MID36.P8.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0217391304347826	1uL
S8MRS0581-WB1-R1.MID36.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0267558528428094	1uL
S8MRS0586-WB1.MID36.P10.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0277777777777778	1uL
S8MRS0633-WB1.MID48.P4.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0212765957446809	1uL
S8MRS0636-WB1.MID48.P5.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0274914089347079	1uL
S8MRS0655-WB1.MID48.P8.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0355731225296443	1uL
S8MRS0659-WB1.MID44.P10.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0072463768115942	1uL
S8MRS0660-WB1.MID48.P10.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0424242424242424	1uL
S8MRS0671-WB1.MID57.P1.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0270793036750484	1uL
S8MRS0686-WB1.MID57.P3.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0	1uL
S8MRS0690-WB1-R1.MID53.P4.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0211267605633803	1uL
S8MRS0735-WB1.MID57.P6.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0247678018575851	1uL
S8MRS0850-WB1.MID61.P1.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00796812749003984	1uL
S8MRS0867-WB1-R1.MID61.P2.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0137931034482759	1uL
S8MRS0886-WB1-R1.MID61.P4.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00813008130081301	1uL
S8MRS0901-WB1.MID65.P5.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0527859237536657	1uL
S8MRS0904-WB1-R1.MID61.P6.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0150375939849624	1uL
S8MRS0910-WB1.MID61.P7.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0294117647058824	1uL
S8MRS0928-WB1.MID65.P7.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0072992700729927	1uL
S8MRS0936-WB1.MID65.P8.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0260586319218241	1uL
S8MRS0938-WB1.MID61.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00727272727272727	1uL
S8MRS0948-WB1.MID61.P10.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.013986013986014	1uL
S8MRS0980-WB1.MID73.P2.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0221606648199446	1uL
S8MRS2144-WB1-R1.MID69.P5.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00689655172413793	1uL
S8MRS2155-WB1.MID69.P8.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00699300699300699	1uL
S8MRS2160-WB1.MID73.P8.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0388349514563107	1uL
S8MRS2267-WB1-R1.MID77.P8.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0245398773006135	1uL
S8MRS2276-WB1.MID77.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0347394540942928	1uL
S8MRS2444-WB1.MID85.P1.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.00746268656716418	1uL
S8MRS2446-WB1.MID89.P1.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.020979020979021	1uL
S8MRS2458-WB1.MID85.P3.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.022883295194508	1uL
S8MRS2473-WB1.MID89.P4.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0385109114249037	1uL
S8MRS2489-WB1.MID89.P6.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0363636363636364	1uL
S8MRS2491-WB1.MID85.P7.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.032345013477089	1uL
S8MRS2517-WB1.MID89.P9.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0352250489236791	1uL
S8MRS2530-WB1.MID93.P2.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0128205128205128	1uL
S8MRS2533-WB1.MID97.P2.nov22	S8MRS0074-WB1-R1.MID1.P8.nov22	0.0284090909090909	1uL
S8MRS0128-WB1-R1.MID1.P10.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0145985401459854	1uL
S8MRS0187-WB1.MID15.P2.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0348432055749129	1uL
S8MRS0190-WB1-R1.MID10.P3.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0267558528428094	1uL
S8MRS0228-WB1.MID10.P7.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0140845070422535	1uL
S8MRS0256-WB1.MID10.P9.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0454545454545455	1uL
S8MRS0257-WB1.MID15.P9.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0152091254752852	1uL
S8MRS0273-WB1.MID20.P3.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0561122244488978	1uL
S8MRS0307-WB1.MID24.P7.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0282685512367491	1uL
S8MRS0370-WB1.MID28.P1.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0299625468164794	1uL
S8MRS0515-WB1.MID36.P2.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0523809523809524	1uL
S8MRS0527-WB1.MID36.P4.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0288808664259928	1uL
S8MRS0532-WB1.MID40.P4.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0426829268292683	1uL
S8MRS0569-WB1.MID36.P7.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0427046263345196	1uL
S8MRS0572-WB1.MID36.P8.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.014336917562724	1uL
S8MRS0581-WB1-R1.MID36.P9.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.033112582781457	1uL
S8MRS0586-WB1.MID36.P10.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0412371134020619	1uL
S8MRS0633-WB1.MID48.P4.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0140350877192982	1uL
S8MRS0636-WB1.MID48.P5.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0272108843537415	1uL
S8MRS0655-WB1.MID48.P8.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0471512770137525	1uL
S8MRS0659-WB1.MID44.P10.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.021505376344086	1uL
S8MRS0660-WB1.MID48.P10.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.048048048048048	1uL
S8MRS0671-WB1.MID57.P1.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.1	1uL
S8MRS0686-WB1.MID57.P3.nov22	S8MRS0089-WB1.MID5.P9.nov22	0	1uL
S8MRS0690-WB1-R1.MID53.P4.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0209059233449477	1uL
S8MRS0735-WB1.MID57.P6.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0245398773006135	1uL
S8MRS0850-WB1.MID61.P1.nov22	S8MRS0089-WB1.MID5.P9.nov22	0.0078740157480315	1uL
