Isolate	volS_name	volB_name	label	diff_metric	volS_value	volB_value	diff_value	label_long
S8MRS0671	1uL	100uL	1uL & 100uL	Pf-MOI	7	8	1.14285714285714	1uL & 100uL (n=101)
S8MRS0675	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS0686	1uL	100uL	1uL & 100uL	Pf-MOI	1	3	3	1uL & 100uL (n=101)
S8MRS0690	1uL	100uL	1uL & 100uL	Pf-MOI	2	4	2	1uL & 100uL (n=101)
S8MRS0693	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS0735	1uL	100uL	1uL & 100uL	Pf-MOI	2	2	1	1uL & 100uL (n=101)
S8MRS0760	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS0779	1uL	100uL	1uL & 100uL	Pf-MOI	1	4	4	1uL & 100uL (n=101)
S8MRS0850	1uL	100uL	1uL & 100uL	Pf-MOI	1	6	6	1uL & 100uL (n=101)
S8MRS0867	1uL	100uL	1uL & 100uL	Pf-MOI	2	2	1	1uL & 100uL (n=101)
S8MRS0876	1uL	100uL	1uL & 100uL	Pf-MOI	1	1	1	1uL & 100uL (n=101)
S8MRS0886	1uL	100uL	1uL & 100uL	Pf-MOI	1	6	6	1uL & 100uL (n=101)
S8MRS0893	1uL	100uL	1uL & 100uL	Pf-MOI	1	3	3	1uL & 100uL (n=101)
S8MRS0901	1uL	100uL	1uL & 100uL	Pf-MOI	3	5	1.66666666666667	1uL & 100uL (n=101)
S8MRS0904	1uL	100uL	1uL & 100uL	Pf-MOI	1	7	7	1uL & 100uL (n=101)
S8MRS0910	1uL	100uL	1uL & 100uL	Pf-MOI	3	3	1	1uL & 100uL (n=101)
S8MRS0928	1uL	100uL	1uL & 100uL	Pf-MOI	1	13	13	1uL & 100uL (n=101)
S8MRS0936	1uL	100uL	1uL & 100uL	Pf-MOI	2	3	1.5	1uL & 100uL (n=101)
S8MRS0938	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS0943	1uL	100uL	1uL & 100uL	Pf-MOI	1	1	1	1uL & 100uL (n=101)
S8MRS0948	1uL	100uL	1uL & 100uL	Pf-MOI	2	2	1	1uL & 100uL (n=101)
S8MRS0954	1uL	100uL	1uL & 100uL	Pf-MOI	1	4	4	1uL & 100uL (n=101)
S8MRS0956	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS0980	1uL	100uL	1uL & 100uL	Pf-MOI	3	4	1.33333333333333	1uL & 100uL (n=101)
S8MRS0997	1uL	100uL	1uL & 100uL	Pf-MOI	1	5	5	1uL & 100uL (n=101)
S8MRS2144	1uL	100uL	1uL & 100uL	Pf-MOI	2	3	1.5	1uL & 100uL (n=101)
S8MRS2149	1uL	100uL	1uL & 100uL	Pf-MOI	1	3	3	1uL & 100uL (n=101)
S8MRS2155	1uL	100uL	1uL & 100uL	Pf-MOI	1	6	6	1uL & 100uL (n=101)
S8MRS2160	1uL	100uL	1uL & 100uL	Pf-MOI	2	5	2.5	1uL & 100uL (n=101)
S8MRS2207	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS2217	1uL	100uL	1uL & 100uL	Pf-MOI	1	3	3	1uL & 100uL (n=101)
S8MRS2227	1uL	100uL	1uL & 100uL	Pf-MOI	1	2	2	1uL & 100uL (n=101)
S8MRS2267	1uL	100uL	1uL & 100uL	Pf-MOI	2	4	2	1uL & 100uL (n=101)
S8MRS2276	1uL	100uL	1uL & 100uL	Pf-MOI	4	6	1.5	1uL & 100uL (n=101)
S8MRS2444	1uL	100uL	1uL & 100uL	Pf-MOI	1	3	3	1uL & 100uL (n=101)
S8MRS2446	1uL	100uL	1uL & 100uL	Pf-MOI	2	5	2.5	1uL & 100uL (n=101)
S8MRS2454	1uL	100uL	1uL & 100uL	Pf-MOI	1	3	3	1uL & 100uL (n=101)
S8MRS2458	1uL	100uL	1uL & 100uL	Pf-MOI	5	9	1.8	1uL & 100uL (n=101)
S8MRS2473	1uL	100uL	1uL & 100uL	Pf-MOI	13	20	1.53846153846154	1uL & 100uL (n=101)
S8MRS2489	1uL	100uL	1uL & 100uL	Pf-MOI	6	8	1.33333333333333	1uL & 100uL (n=101)
S8MRS2491	1uL	100uL	1uL & 100uL	Pf-MOI	4	4	1	1uL & 100uL (n=101)
S8MRS2512	1uL	100uL	1uL & 100uL	Pf-MOI	1	4	4	1uL & 100uL (n=101)
S8MRS2517	1uL	100uL	1uL & 100uL	Pf-MOI	6	8	1.33333333333333	1uL & 100uL (n=101)
S8MRS2530	1uL	100uL	1uL & 100uL	Pf-MOI	2	2	1	1uL & 100uL (n=101)
S8MRS2533	1uL	100uL	1uL & 100uL	Pf-MOI	3	3	1	1uL & 100uL (n=101)
S8MRS2552	1uL	100uL	1uL & 100uL	Pf-MOI	1	1	1	1uL & 100uL (n=101)
S8MRS2568	1uL	100uL	1uL & 100uL	Pf-MOI	1	6	6	1uL & 100uL (n=101)
S8MRS0010	10uL	50uL	10uL & 50uL	Pf-MOI	5	6	1.2	10uL & 50uL (n=101)
S8MRS0041	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0044	10uL	50uL	10uL & 50uL	Pf-MOI	4	5	1.25	10uL & 50uL (n=101)
S8MRS0050	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0060	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0063	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0065	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0074	10uL	50uL	10uL & 50uL	Pf-MOI	5	13	2.6	10uL & 50uL (n=101)
S8MRS0089	10uL	50uL	10uL & 50uL	Pf-MOI	13	20	1.53846153846154	10uL & 50uL (n=101)
S8MRS0128	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0187	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0190	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0207	10uL	50uL	10uL & 50uL	Pf-MOI	1	4	4	10uL & 50uL (n=101)
S8MRS0209	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0228	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0251	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0256	10uL	50uL	10uL & 50uL	Pf-MOI	5	5	1	10uL & 50uL (n=101)
S8MRS0257	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0273	10uL	50uL	10uL & 50uL	Pf-MOI	8	8	1	10uL & 50uL (n=101)
S8MRS0280	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0282	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0283	10uL	50uL	10uL & 50uL	Pf-MOI	1	3	3	10uL & 50uL (n=101)
S8MRS0294	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0299	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0307	10uL	50uL	10uL & 50uL	Pf-MOI	3	6	2	10uL & 50uL (n=101)
S8MRS0312	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0370	10uL	50uL	10uL & 50uL	Pf-MOI	5	10	2	10uL & 50uL (n=101)
S8MRS0443	10uL	50uL	10uL & 50uL	Pf-MOI	1	4	4	10uL & 50uL (n=101)
S8MRS0453	10uL	50uL	10uL & 50uL	Pf-MOI	4	7	1.75	10uL & 50uL (n=101)
S8MRS0464	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0466	10uL	50uL	10uL & 50uL	Pf-MOI	3	4	1.33333333333333	10uL & 50uL (n=101)
S8MRS0484	10uL	50uL	10uL & 50uL	Pf-MOI	1	4	4	10uL & 50uL (n=101)
S8MRS0490	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0491	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0515	10uL	50uL	10uL & 50uL	Pf-MOI	4	6	1.5	10uL & 50uL (n=101)
S8MRS0527	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0532	10uL	50uL	10uL & 50uL	Pf-MOI	4	5	1.25	10uL & 50uL (n=101)
S8MRS0533	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0559	10uL	50uL	10uL & 50uL	Pf-MOI	2	4	2	10uL & 50uL (n=101)
S8MRS0569	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0572	10uL	50uL	10uL & 50uL	Pf-MOI	4	3	0.75	10uL & 50uL (n=101)
S8MRS0581	10uL	50uL	10uL & 50uL	Pf-MOI	5	9	1.8	10uL & 50uL (n=101)
S8MRS0586	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0588	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS0602	10uL	50uL	10uL & 50uL	Pf-MOI	3	4	1.33333333333333	10uL & 50uL (n=101)
S8MRS0633	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS0634	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0636	10uL	50uL	10uL & 50uL	Pf-MOI	4	5	1.25	10uL & 50uL (n=101)
S8MRS0649	10uL	50uL	10uL & 50uL	Pf-MOI	1	3	3	10uL & 50uL (n=101)
S8MRS0655	10uL	50uL	10uL & 50uL	Pf-MOI	7	7	1	10uL & 50uL (n=101)
S8MRS0656	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0659	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0660	10uL	50uL	10uL & 50uL	Pf-MOI	7	9	1.28571428571429	10uL & 50uL (n=101)
S8MRS0668	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0671	10uL	50uL	10uL & 50uL	Pf-MOI	9	10	1.11111111111111	10uL & 50uL (n=101)
S8MRS0675	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0686	10uL	50uL	10uL & 50uL	Pf-MOI	3	4	1.33333333333333	10uL & 50uL (n=101)
S8MRS0690	10uL	50uL	10uL & 50uL	Pf-MOI	3	4	1.33333333333333	10uL & 50uL (n=101)
S8MRS0693	10uL	50uL	10uL & 50uL	Pf-MOI	1	2	2	10uL & 50uL (n=101)
S8MRS0735	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS0760	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS0779	10uL	50uL	10uL & 50uL	Pf-MOI	2	4	2	10uL & 50uL (n=101)
S8MRS0850	10uL	50uL	10uL & 50uL	Pf-MOI	4	7	1.75	10uL & 50uL (n=101)
S8MRS0867	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0876	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0886	10uL	50uL	10uL & 50uL	Pf-MOI	4	7	1.75	10uL & 50uL (n=101)
S8MRS0893	10uL	50uL	10uL & 50uL	Pf-MOI	2	4	2	10uL & 50uL (n=101)
S8MRS0901	10uL	50uL	10uL & 50uL	Pf-MOI	4	5	1.25	10uL & 50uL (n=101)
S8MRS0904	10uL	50uL	10uL & 50uL	Pf-MOI	5	6	1.2	10uL & 50uL (n=101)
S8MRS0910	10uL	50uL	10uL & 50uL	Pf-MOI	3	4	1.33333333333333	10uL & 50uL (n=101)
S8MRS0928	10uL	50uL	10uL & 50uL	Pf-MOI	5	9	1.8	10uL & 50uL (n=101)
S8MRS0936	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0938	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0943	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS0948	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0954	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS0956	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS0980	10uL	50uL	10uL & 50uL	Pf-MOI	4	4	1	10uL & 50uL (n=101)
S8MRS0997	10uL	50uL	10uL & 50uL	Pf-MOI	2	5	2.5	10uL & 50uL (n=101)
S8MRS2144	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS2149	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS2155	10uL	50uL	10uL & 50uL	Pf-MOI	5	4	0.8	10uL & 50uL (n=101)
S8MRS2160	10uL	50uL	10uL & 50uL	Pf-MOI	4	4	1	10uL & 50uL (n=101)
S8MRS2207	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS2217	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS2227	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS2267	10uL	50uL	10uL & 50uL	Pf-MOI	4	4	1	10uL & 50uL (n=101)
S8MRS2276	10uL	50uL	10uL & 50uL	Pf-MOI	6	5	0.833333333333333	10uL & 50uL (n=101)
S8MRS2444	10uL	50uL	10uL & 50uL	Pf-MOI	2	3	1.5	10uL & 50uL (n=101)
S8MRS2446	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS2454	10uL	50uL	10uL & 50uL	Pf-MOI	2	1	0.5	10uL & 50uL (n=101)
S8MRS2458	10uL	50uL	10uL & 50uL	Pf-MOI	6	8	1.33333333333333	10uL & 50uL (n=101)
S8MRS2473	10uL	50uL	10uL & 50uL	Pf-MOI	20	20	1	10uL & 50uL (n=101)
S8MRS2489	10uL	50uL	10uL & 50uL	Pf-MOI	8	8	1	10uL & 50uL (n=101)
S8MRS2491	10uL	50uL	10uL & 50uL	Pf-MOI	4	4	1	10uL & 50uL (n=101)
S8MRS2512	10uL	50uL	10uL & 50uL	Pf-MOI	3	4	1.33333333333333	10uL & 50uL (n=101)
S8MRS2517	10uL	50uL	10uL & 50uL	Pf-MOI	9	9	1	10uL & 50uL (n=101)
S8MRS2530	10uL	50uL	10uL & 50uL	Pf-MOI	2	2	1	10uL & 50uL (n=101)
S8MRS2533	10uL	50uL	10uL & 50uL	Pf-MOI	3	3	1	10uL & 50uL (n=101)
S8MRS2552	10uL	50uL	10uL & 50uL	Pf-MOI	1	1	1	10uL & 50uL (n=101)
S8MRS2568	10uL	50uL	10uL & 50uL	Pf-MOI	3	5	1.66666666666667	10uL & 50uL (n=101)
S8MRS0010	10uL	100uL	10uL & 100uL	Pf-MOI	5	5	1	10uL & 100uL (n=101)
S8MRS0041	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0044	10uL	100uL	10uL & 100uL	Pf-MOI	4	4	1	10uL & 100uL (n=101)
S8MRS0050	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0060	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0063	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0065	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0074	10uL	100uL	10uL & 100uL	Pf-MOI	5	13	2.6	10uL & 100uL (n=101)
S8MRS0089	10uL	100uL	10uL & 100uL	Pf-MOI	13	16	1.23076923076923	10uL & 100uL (n=101)
S8MRS0128	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0187	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0190	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0207	10uL	100uL	10uL & 100uL	Pf-MOI	1	12	12	10uL & 100uL (n=101)
S8MRS0209	10uL	100uL	10uL & 100uL	Pf-MOI	1	4	4	10uL & 100uL (n=101)
S8MRS0228	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0251	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0256	10uL	100uL	10uL & 100uL	Pf-MOI	5	7	1.4	10uL & 100uL (n=101)
S8MRS0257	10uL	100uL	10uL & 100uL	Pf-MOI	2	7	3.5	10uL & 100uL (n=101)
S8MRS0273	10uL	100uL	10uL & 100uL	Pf-MOI	8	8	1	10uL & 100uL (n=101)
S8MRS0280	10uL	100uL	10uL & 100uL	Pf-MOI	2	5	2.5	10uL & 100uL (n=101)
S8MRS0282	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0283	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0294	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0299	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0307	10uL	100uL	10uL & 100uL	Pf-MOI	3	8	2.66666666666667	10uL & 100uL (n=101)
S8MRS0312	10uL	100uL	10uL & 100uL	Pf-MOI	1	3	3	10uL & 100uL (n=101)
S8MRS0370	10uL	100uL	10uL & 100uL	Pf-MOI	5	11	2.2	10uL & 100uL (n=101)
S8MRS0443	10uL	100uL	10uL & 100uL	Pf-MOI	1	6	6	10uL & 100uL (n=101)
S8MRS0453	10uL	100uL	10uL & 100uL	Pf-MOI	4	7	1.75	10uL & 100uL (n=101)
S8MRS0464	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0466	10uL	100uL	10uL & 100uL	Pf-MOI	3	4	1.33333333333333	10uL & 100uL (n=101)
S8MRS0484	10uL	100uL	10uL & 100uL	Pf-MOI	1	5	5	10uL & 100uL (n=101)
S8MRS0490	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0491	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0515	10uL	100uL	10uL & 100uL	Pf-MOI	4	6	1.5	10uL & 100uL (n=101)
S8MRS0527	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0532	10uL	100uL	10uL & 100uL	Pf-MOI	4	8	2	10uL & 100uL (n=101)
S8MRS0533	10uL	100uL	10uL & 100uL	Pf-MOI	1	3	3	10uL & 100uL (n=101)
S8MRS0559	10uL	100uL	10uL & 100uL	Pf-MOI	2	6	3	10uL & 100uL (n=101)
S8MRS0569	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0572	10uL	100uL	10uL & 100uL	Pf-MOI	4	5	1.25	10uL & 100uL (n=101)
S8MRS0581	10uL	100uL	10uL & 100uL	Pf-MOI	5	10	2	10uL & 100uL (n=101)
S8MRS0586	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0588	10uL	100uL	10uL & 100uL	Pf-MOI	3	3	1	10uL & 100uL (n=101)
S8MRS0602	10uL	100uL	10uL & 100uL	Pf-MOI	3	4	1.33333333333333	10uL & 100uL (n=101)
S8MRS0633	10uL	100uL	10uL & 100uL	Pf-MOI	3	3	1	10uL & 100uL (n=101)
S8MRS0634	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0636	10uL	100uL	10uL & 100uL	Pf-MOI	4	5	1.25	10uL & 100uL (n=101)
S8MRS0649	10uL	100uL	10uL & 100uL	Pf-MOI	1	3	3	10uL & 100uL (n=101)
S8MRS0655	10uL	100uL	10uL & 100uL	Pf-MOI	7	7	1	10uL & 100uL (n=101)
S8MRS0656	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0659	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0660	10uL	100uL	10uL & 100uL	Pf-MOI	7	12	1.71428571428571	10uL & 100uL (n=101)
S8MRS0668	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0671	10uL	100uL	10uL & 100uL	Pf-MOI	9	8	0.888888888888889	10uL & 100uL (n=101)
S8MRS0675	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0686	10uL	100uL	10uL & 100uL	Pf-MOI	3	3	1	10uL & 100uL (n=101)
S8MRS0690	10uL	100uL	10uL & 100uL	Pf-MOI	3	4	1.33333333333333	10uL & 100uL (n=101)
S8MRS0693	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS0735	10uL	100uL	10uL & 100uL	Pf-MOI	3	2	0.666666666666667	10uL & 100uL (n=101)
S8MRS0760	10uL	100uL	10uL & 100uL	Pf-MOI	3	2	0.666666666666667	10uL & 100uL (n=101)
S8MRS0779	10uL	100uL	10uL & 100uL	Pf-MOI	2	4	2	10uL & 100uL (n=101)
S8MRS0850	10uL	100uL	10uL & 100uL	Pf-MOI	4	6	1.5	10uL & 100uL (n=101)
S8MRS0867	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0876	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0886	10uL	100uL	10uL & 100uL	Pf-MOI	4	6	1.5	10uL & 100uL (n=101)
S8MRS0893	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0901	10uL	100uL	10uL & 100uL	Pf-MOI	4	5	1.25	10uL & 100uL (n=101)
S8MRS0904	10uL	100uL	10uL & 100uL	Pf-MOI	5	7	1.4	10uL & 100uL (n=101)
S8MRS0910	10uL	100uL	10uL & 100uL	Pf-MOI	3	3	1	10uL & 100uL (n=101)
S8MRS0928	10uL	100uL	10uL & 100uL	Pf-MOI	5	13	2.6	10uL & 100uL (n=101)
S8MRS0936	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS0938	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0943	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS0948	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0954	10uL	100uL	10uL & 100uL	Pf-MOI	2	4	2	10uL & 100uL (n=101)
S8MRS0956	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS0980	10uL	100uL	10uL & 100uL	Pf-MOI	4	4	1	10uL & 100uL (n=101)
S8MRS0997	10uL	100uL	10uL & 100uL	Pf-MOI	2	5	2.5	10uL & 100uL (n=101)
S8MRS2144	10uL	100uL	10uL & 100uL	Pf-MOI	3	3	1	10uL & 100uL (n=101)
S8MRS2149	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS2155	10uL	100uL	10uL & 100uL	Pf-MOI	5	6	1.2	10uL & 100uL (n=101)
S8MRS2160	10uL	100uL	10uL & 100uL	Pf-MOI	4	5	1.25	10uL & 100uL (n=101)
S8MRS2207	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS2217	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS2227	10uL	100uL	10uL & 100uL	Pf-MOI	1	2	2	10uL & 100uL (n=101)
S8MRS2267	10uL	100uL	10uL & 100uL	Pf-MOI	4	4	1	10uL & 100uL (n=101)
S8MRS2276	10uL	100uL	10uL & 100uL	Pf-MOI	6	6	1	10uL & 100uL (n=101)
S8MRS2444	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS2446	10uL	100uL	10uL & 100uL	Pf-MOI	3	5	1.66666666666667	10uL & 100uL (n=101)
S8MRS2454	10uL	100uL	10uL & 100uL	Pf-MOI	2	3	1.5	10uL & 100uL (n=101)
S8MRS2458	10uL	100uL	10uL & 100uL	Pf-MOI	6	9	1.5	10uL & 100uL (n=101)
S8MRS2473	10uL	100uL	10uL & 100uL	Pf-MOI	20	20	1	10uL & 100uL (n=101)
S8MRS2489	10uL	100uL	10uL & 100uL	Pf-MOI	8	8	1	10uL & 100uL (n=101)
S8MRS2491	10uL	100uL	10uL & 100uL	Pf-MOI	4	4	1	10uL & 100uL (n=101)
S8MRS2512	10uL	100uL	10uL & 100uL	Pf-MOI	3	4	1.33333333333333	10uL & 100uL (n=101)
S8MRS2517	10uL	100uL	10uL & 100uL	Pf-MOI	9	8	0.888888888888889	10uL & 100uL (n=101)
S8MRS2530	10uL	100uL	10uL & 100uL	Pf-MOI	2	2	1	10uL & 100uL (n=101)
S8MRS2533	10uL	100uL	10uL & 100uL	Pf-MOI	3	3	1	10uL & 100uL (n=101)
S8MRS2552	10uL	100uL	10uL & 100uL	Pf-MOI	1	1	1	10uL & 100uL (n=101)
S8MRS2568	10uL	100uL	10uL & 100uL	Pf-MOI	3	6	2	10uL & 100uL (n=101)
S8MRS0010	50uL	100uL	50uL & 100uL	Pf-MOI	6	5	0.833333333333333	50uL & 100uL (n=101)
S8MRS0041	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS0044	50uL	100uL	50uL & 100uL	Pf-MOI	5	4	0.8	50uL & 100uL (n=101)
S8MRS0050	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0060	50uL	100uL	50uL & 100uL	Pf-MOI	3	2	0.666666666666667	50uL & 100uL (n=101)
S8MRS0063	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS0065	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0074	50uL	100uL	50uL & 100uL	Pf-MOI	13	13	1	50uL & 100uL (n=101)
